"Name" -> "Fire___Rescue_Incidents_by_Day_and_Type"
"ResourceType" -> "DataResource"
"Title" -> "Fire & Rescue Incidents in Urbana"
"Description" -> "Records of fire & rescue alarm incidents by day and type in Urbana IL from 2012 to 2014"
"Publisher" -> "City of Urbana"
"Source" -> "https://data.urbanaillinois.us/Fire-and-Rescue/Fire-Rescue-Incidents-by-Day-and-Type/kcfr-xfr4/data"
"Date" -> "2012-2014"
"Keywords" -> "Text, Fire, Rescue, Emergency, Alarm, Urbana"
"Categories" -> "Crime and Public Safety"
"ContentLocation" -> "Urbana, Illinois"
Alarm Date,Alarm Time,Incident Type,Incident Type Description,Count
04/24/2013,16:44:11,6,Good Intent Call,1
04/24/2013,19:00:25,3,Rescue or Emergency Medical Services Incident,1
04/24/2013,20:36:21,3,Rescue or Emergency Medical Services Incident,1
04/24/2013,23:57:17,7,False Alarm or False Call,1
04/25/2013,0:43:01,7,False Alarm or False Call,1
04/25/2013,2:15:51,3,Rescue or Emergency Medical Services Incident,1
04/25/2013,2:26:05,7,False Alarm or False Call,1
04/25/2013,9:43:17,7,False Alarm or False Call,1
04/25/2013,10:17:37,4,Hazardous Condition (no fire),1
04/25/2013,13:38:22,3,Rescue or Emergency Medical Services Incident,1
04/25/2013,15:32:48,3,Rescue or Emergency Medical Services Incident,1
04/25/2013,15:45:32,3,Rescue or Emergency Medical Services Incident,1
04/25/2013,17:43:21,3,Rescue or Emergency Medical Services Incident,1
04/25/2013,17:57:46,6,Good Intent Call,1
04/25/2013,20:10:54,3,Rescue or Emergency Medical Services Incident,1
04/26/2013,0:41:06,5,Service Call,1
04/26/2013,1:00:47,3,Rescue or Emergency Medical Services Incident,1
04/26/2013,1:23:35,1,Fire,1
04/26/2013,2:18:20,7,False Alarm or False Call,1
04/26/2013,3:53:36,7,False Alarm or False Call,1
04/26/2013,6:35:56,3,Rescue or Emergency Medical Services Incident,1
04/26/2013,6:45:48,7,False Alarm or False Call,1
04/26/2013,8:46:25,4,Hazardous Condition (no fire),1
04/26/2013,8:57:11,3,Rescue or Emergency Medical Services Incident,1
04/26/2013,13:20:50,6,Good Intent Call,1
04/26/2013,13:40:07,3,Rescue or Emergency Medical Services Incident,1
04/26/2013,13:42:17,7,False Alarm or False Call,1
04/26/2013,14:25:55,7,False Alarm or False Call,1
04/26/2013,15:26:56,5,Service Call,1
04/26/2013,17:11:05,7,False Alarm or False Call,1
04/26/2013,18:08:14,3,Rescue or Emergency Medical Services Incident,1
04/26/2013,18:13:02,3,Rescue or Emergency Medical Services Incident,1
04/26/2013,18:24:20,4,Hazardous Condition (no fire),1
04/26/2013,18:40:00,5,Service Call,1
04/26/2013,19:19:07,7,False Alarm or False Call,1
04/26/2013,19:44:08,1,Fire,1
04/26/2013,20:41:00,1,Fire,1
04/26/2013,20:38:02,3,Rescue or Emergency Medical Services Incident,1
04/26/2013,22:14:25,3,Rescue or Emergency Medical Services Incident,1
04/26/2013,22:35:11,3,Rescue or Emergency Medical Services Incident,1
04/27/2013,0:39:31,3,Rescue or Emergency Medical Services Incident,1
04/27/2013,3:08:51,7,False Alarm or False Call,1
04/27/2013,4:03:24,7,False Alarm or False Call,1
04/27/2013,4:58:45,7,False Alarm or False Call,1
04/27/2013,7:00:29,3,Rescue or Emergency Medical Services Incident,1
04/27/2013,7:26:31,3,Rescue or Emergency Medical Services Incident,1
04/27/2013,9:27:37,3,Rescue or Emergency Medical Services Incident,1
04/27/2013,10:11:24,7,False Alarm or False Call,1
04/27/2013,10:39:19,3,Rescue or Emergency Medical Services Incident,1
04/27/2013,16:23:20,7,False Alarm or False Call,1
04/27/2013,19:55:35,3,Rescue or Emergency Medical Services Incident,1
04/27/2013,21:15:30,7,False Alarm or False Call,1
04/27/2013,23:24:55,7,False Alarm or False Call,1
04/27/2013,23:53:06,6,Good Intent Call,1
04/28/2013,1:26:40,5,Service Call,1
04/28/2013,2:20:34,3,Rescue or Emergency Medical Services Incident,1
04/28/2013,2:23:04,7,False Alarm or False Call,1
04/28/2013,19:49:29,6,Good Intent Call,1
04/29/2013,2:04:24,1,Fire,1
04/29/2013,4:43:16,3,Rescue or Emergency Medical Services Incident,1
04/29/2013,7:41:11,3,Rescue or Emergency Medical Services Incident,1
04/29/2013,9:52:14,3,Rescue or Emergency Medical Services Incident,1
04/29/2013,12:52:58,3,Rescue or Emergency Medical Services Incident,1
04/29/2013,14:07:57,3,Rescue or Emergency Medical Services Incident,1
04/29/2013,14:40:38,7,False Alarm or False Call,1
04/29/2013,16:12:54,7,False Alarm or False Call,1
04/29/2013,17:19:23,3,Rescue or Emergency Medical Services Incident,1
04/29/2013,19:20:24,3,Rescue or Emergency Medical Services Incident,1
04/29/2013,20:58:49,7,False Alarm or False Call,1
04/29/2013,23:17:05,1,Fire,1
04/30/2013,3:03:24,1,Fire,1
04/30/2013,6:43:10,6,Good Intent Call,1
04/30/2013,8:32:34,7,False Alarm or False Call,1
04/30/2013,9:10:25,3,Rescue or Emergency Medical Services Incident,1
04/30/2013,10:03:09,3,Rescue or Emergency Medical Services Incident,1
04/30/2013,10:51:38,3,Rescue or Emergency Medical Services Incident,1
04/30/2013,12:57:08,3,Rescue or Emergency Medical Services Incident,1
04/30/2013,16:31:05,6,Good Intent Call,1
04/30/2013,20:14:36,3,Rescue or Emergency Medical Services Incident,1
04/30/2013,21:55:13,3,Rescue or Emergency Medical Services Incident,1
04/30/2013,22:50:25,6,Good Intent Call,1
04/30/2013,23:58:27,6,Good Intent Call,1
05/01/2013,7:31:35,3,Rescue or Emergency Medical Services Incident,1
05/01/2013,8:17:10,7,False Alarm or False Call,1
05/01/2013,10:54:58,3,Rescue or Emergency Medical Services Incident,1
05/01/2013,11:18:03,5,Service Call,1
05/01/2013,11:36:11,7,False Alarm or False Call,1
05/01/2013,11:53:39,5,Service Call,1
05/01/2013,15:03:41,4,Hazardous Condition (no fire),1
05/01/2013,15:53:25,7,False Alarm or False Call,1
05/01/2013,17:54:48,1,Fire,1
05/01/2013,22:35:56,3,Rescue or Emergency Medical Services Incident,1
05/01/2013,22:55:43,3,Rescue or Emergency Medical Services Incident,1
05/01/2013,23:04:43,6,Good Intent Call,1
05/02/2013,7:34:52,4,Hazardous Condition (no fire),1
05/02/2013,7:38:59,3,Rescue or Emergency Medical Services Incident,1
05/02/2013,7:51:29,4,Hazardous Condition (no fire),1
05/02/2013,11:07:20,6,Good Intent Call,1
05/02/2013,11:26:01,3,Rescue or Emergency Medical Services Incident,1
05/02/2013,12:03:16,6,Good Intent Call,1
05/02/2013,15:02:54,4,Hazardous Condition (no fire),1
05/02/2013,15:12:33,7,False Alarm or False Call,1
05/02/2013,17:39:56,3,Rescue or Emergency Medical Services Incident,1
05/02/2013,18:21:07,3,Rescue or Emergency Medical Services Incident,1
05/02/2013,22:45:38,7,False Alarm or False Call,1
05/02/2013,22:51:01,6,Good Intent Call,1
05/02/2013,23:42:11,7,False Alarm or False Call,1
05/03/2013,2:04:46,7,False Alarm or False Call,1
05/03/2013,2:20:32,3,Rescue or Emergency Medical Services Incident,1
05/03/2013,2:33:39,3,Rescue or Emergency Medical Services Incident,1
05/03/2013,6:28:16,3,Rescue or Emergency Medical Services Incident,1
05/03/2013,6:37:50,3,Rescue or Emergency Medical Services Incident,1
05/03/2013,8:44:18,7,False Alarm or False Call,1
05/03/2013,8:54:20,5,Service Call,1
05/03/2013,10:13:03,3,Rescue or Emergency Medical Services Incident,1
05/03/2013,10:15:27,3,Rescue or Emergency Medical Services Incident,1
05/03/2013,13:05:21,7,False Alarm or False Call,1
05/03/2013,13:41:04,4,Hazardous Condition (no fire),1
05/03/2013,14:47:49,3,Rescue or Emergency Medical Services Incident,1
05/03/2013,21:20:37,7,False Alarm or False Call,1
05/03/2013,21:34:12,3,Rescue or Emergency Medical Services Incident,1
05/03/2013,21:45:21,7,False Alarm or False Call,1
05/03/2013,22:30:58,3,Rescue or Emergency Medical Services Incident,1
05/03/2013,22:27:51,5,Service Call,1
05/03/2013,22:12:24,4,Hazardous Condition (no fire),1
05/03/2013,22:40:28,6,Good Intent Call,1
05/03/2013,22:59:42,3,Rescue or Emergency Medical Services Incident,1
05/04/2013,0:11:41,5,Service Call,1
05/04/2013,1:22:29,3,Rescue or Emergency Medical Services Incident,1
05/04/2013,2:20:42,7,False Alarm or False Call,1
05/04/2013,2:23:09,3,Rescue or Emergency Medical Services Incident,1
05/04/2013,4:23:48,7,False Alarm or False Call,1
05/04/2013,10:43:37,3,Rescue or Emergency Medical Services Incident,1
05/04/2013,16:47:28,5,Service Call,1
05/04/2013,18:21:15,3,Rescue or Emergency Medical Services Incident,1
05/04/2013,20:23:48,3,Rescue or Emergency Medical Services Incident,1
05/04/2013,23:10:27,4,Hazardous Condition (no fire),1
05/05/2013,0:35:41,3,Rescue or Emergency Medical Services Incident,1
05/05/2013,1:52:25,6,Good Intent Call,1
05/05/2013,2:09:13,4,Hazardous Condition (no fire),1
05/05/2013,3:34:47,3,Rescue or Emergency Medical Services Incident,1
05/05/2013,5:21:21,5,Service Call,1
05/05/2013,6:16:40,3,Rescue or Emergency Medical Services Incident,1
05/05/2013,9:20:36,1,Fire,1
05/05/2013,11:59:37,3,Rescue or Emergency Medical Services Incident,1
05/05/2013,14:08:46,3,Rescue or Emergency Medical Services Incident,1
05/05/2013,16:10:43,3,Rescue or Emergency Medical Services Incident,1
05/05/2013,16:19:09,3,Rescue or Emergency Medical Services Incident,1
05/05/2013,16:39:28,3,Rescue or Emergency Medical Services Incident,1
05/05/2013,19:47:40,1,Fire,1
05/06/2013,0:45:03,3,Rescue or Emergency Medical Services Incident,1
05/06/2013,3:03:35,7,False Alarm or False Call,1
05/06/2013,7:25:46,5,Service Call,1
05/06/2013,9:13:14,3,Rescue or Emergency Medical Services Incident,1
05/06/2013,11:38:44,3,Rescue or Emergency Medical Services Incident,1
05/06/2013,11:42:05,7,False Alarm or False Call,1
05/06/2013,17:39:07,7,False Alarm or False Call,1
05/06/2013,21:20:59,6,Good Intent Call,1
05/07/2013,1:36:48,3,Rescue or Emergency Medical Services Incident,1
05/07/2013,3:06:48,7,False Alarm or False Call,1
05/07/2013,8:51:47,7,False Alarm or False Call,1
05/07/2013,8:52:37,7,False Alarm or False Call,1
05/07/2013,8:58:44,6,Good Intent Call,1
05/07/2013,9:49:24,7,False Alarm or False Call,1
05/07/2013,13:33:06,5,Service Call,1
05/07/2013,14:41:25,7,False Alarm or False Call,1
05/07/2013,14:52:19,6,Good Intent Call,1
05/07/2013,15:33:49,1,Fire,1
05/07/2013,16:12:11,3,Rescue or Emergency Medical Services Incident,1
05/07/2013,16:41:27,3,Rescue or Emergency Medical Services Incident,1
05/07/2013,16:47:48,5,Service Call,1
05/07/2013,17:50:58,3,Rescue or Emergency Medical Services Incident,1
05/07/2013,20:27:49,5,Service Call,1
05/07/2013,21:26:38,3,Rescue or Emergency Medical Services Incident,1
05/07/2013,22:01:31,6,Good Intent Call,1
05/08/2013,2:12:13,4,Hazardous Condition (no fire),1
05/08/2013,3:00:15,3,Rescue or Emergency Medical Services Incident,1
05/08/2013,4:01:22,5,Service Call,1
05/08/2013,6:28:58,7,False Alarm or False Call,1
05/08/2013,8:15:13,3,Rescue or Emergency Medical Services Incident,1
05/08/2013,9:24:38,5,Service Call,1
05/08/2013,9:56:55,7,False Alarm or False Call,1
05/08/2013,12:46:41,7,False Alarm or False Call,1
05/08/2013,13:01:16,3,Rescue or Emergency Medical Services Incident,1
05/08/2013,12:58:31,7,False Alarm or False Call,1
05/08/2013,20:02:57,5,Service Call,1
05/08/2013,22:43:37,1,Fire,1
05/09/2013,0:57:17,7,False Alarm or False Call,1
05/09/2013,1:58:31,5,Service Call,1
05/09/2013,9:45:59,3,Rescue or Emergency Medical Services Incident,1
05/09/2013,11:30:51,3,Rescue or Emergency Medical Services Incident,1
05/09/2013,12:24:05,3,Rescue or Emergency Medical Services Incident,1
05/09/2013,15:54:24,7,False Alarm or False Call,1
05/09/2013,17:22:52,3,Rescue or Emergency Medical Services Incident,1
05/09/2013,19:58:34,3,Rescue or Emergency Medical Services Incident,1
05/09/2013,22:42:43,5,Service Call,1
05/10/2013,0:46:45,3,Rescue or Emergency Medical Services Incident,1
05/10/2013,1:25:17,7,False Alarm or False Call,1
05/10/2013,8:43:45,3,Rescue or Emergency Medical Services Incident,1
05/10/2013,12:06:18,3,Rescue or Emergency Medical Services Incident,1
05/10/2013,14:57:49,4,Hazardous Condition (no fire),1
05/10/2013,15:04:21,3,Rescue or Emergency Medical Services Incident,1
05/10/2013,15:13:52,7,False Alarm or False Call,1
05/10/2013,15:54:22,5,Service Call,1
05/10/2013,17:19:34,3,Rescue or Emergency Medical Services Incident,1
05/10/2013,22:10:05,7,False Alarm or False Call,1
05/10/2013,23:54:46,6,Good Intent Call,1
05/11/2013,0:09:48,1,Fire,1
05/11/2013,1:20:26,1,Fire,1
05/11/2013,6:19:05,7,False Alarm or False Call,1
05/11/2013,9:44:01,3,Rescue or Emergency Medical Services Incident,1
05/11/2013,10:43:34,5,Service Call,1
05/11/2013,11:08:48,3,Rescue or Emergency Medical Services Incident,1
05/11/2013,11:47:35,7,False Alarm or False Call,1
05/11/2013,12:32:59,3,Rescue or Emergency Medical Services Incident,1
05/11/2013,13:14:06,4,Hazardous Condition (no fire),1
05/11/2013,13:50:18,4,Hazardous Condition (no fire),1
05/11/2013,14:38:12,7,False Alarm or False Call,1
05/11/2013,15:38:49,3,Rescue or Emergency Medical Services Incident,1
05/11/2013,19:41:52,3,Rescue or Emergency Medical Services Incident,1
05/12/2013,2:55:28,7,False Alarm or False Call,1
05/12/2013,4:17:09,3,Rescue or Emergency Medical Services Incident,1
05/12/2013,7:13:43,3,Rescue or Emergency Medical Services Incident,1
05/12/2013,8:14:25,7,False Alarm or False Call,1
05/12/2013,13:48:32,3,Rescue or Emergency Medical Services Incident,1
05/12/2013,14:16:45,3,Rescue or Emergency Medical Services Incident,1
05/12/2013,14:33:46,3,Rescue or Emergency Medical Services Incident,1
05/12/2013,16:57:44,6,Good Intent Call,1
05/12/2013,19:13:33,6,Good Intent Call,1
05/12/2013,19:53:01,3,Rescue or Emergency Medical Services Incident,1
05/12/2013,23:28:07,3,Rescue or Emergency Medical Services Incident,1
05/13/2013,2:45:24,3,Rescue or Emergency Medical Services Incident,1
05/13/2013,5:13:31,1,Fire,1
05/13/2013,6:22:46,3,Rescue or Emergency Medical Services Incident,1
05/13/2013,9:40:56,7,False Alarm or False Call,1
05/13/2013,10:14:01,7,False Alarm or False Call,1
05/13/2013,11:38:30,7,False Alarm or False Call,1
05/13/2013,12:16:04,3,Rescue or Emergency Medical Services Incident,1
05/13/2013,12:30:35,7,False Alarm or False Call,1
05/13/2013,14:31:59,3,Rescue or Emergency Medical Services Incident,1
05/13/2013,14:32:56,7,False Alarm or False Call,1
05/13/2013,14:55:15,3,Rescue or Emergency Medical Services Incident,1
05/13/2013,16:08:06,3,Rescue or Emergency Medical Services Incident,1
05/13/2013,16:28:54,7,False Alarm or False Call,1
05/13/2013,16:35:35,1,Fire,1
05/13/2013,18:03:06,5,Service Call,1
05/13/2013,19:24:32,4,Hazardous Condition (no fire),1
05/13/2013,22:33:24,3,Rescue or Emergency Medical Services Incident,1
05/14/2013,1:56:13,3,Rescue or Emergency Medical Services Incident,1
05/14/2013,8:19:39,3,Rescue or Emergency Medical Services Incident,1
05/14/2013,10:28:53,7,False Alarm or False Call,1
05/14/2013,11:00:16,1,Fire,1
05/14/2013,11:49:23,6,Good Intent Call,1
05/14/2013,12:12:18,6,Good Intent Call,1
05/14/2013,12:10:04,3,Rescue or Emergency Medical Services Incident,1
05/14/2013,14:35:40,3,Rescue or Emergency Medical Services Incident,1
05/14/2013,15:53:22,7,False Alarm or False Call,1
05/14/2013,16:51:16,3,Rescue or Emergency Medical Services Incident,1
05/14/2013,17:07:25,7,False Alarm or False Call,1
05/14/2013,17:00:27,3,Rescue or Emergency Medical Services Incident,1
05/14/2013,17:21:11,3,Rescue or Emergency Medical Services Incident,1
05/14/2013,17:35:34,1,Fire,1
05/14/2013,19:23:52,3,Rescue or Emergency Medical Services Incident,1
05/14/2013,20:26:37,3,Rescue or Emergency Medical Services Incident,1
05/14/2013,21:20:07,1,Fire,1
05/15/2013,1:35:43,3,Rescue or Emergency Medical Services Incident,1
05/15/2013,2:01:11,7,False Alarm or False Call,1
05/15/2013,4:18:48,3,Rescue or Emergency Medical Services Incident,1
05/15/2013,11:27:06,7,False Alarm or False Call,1
05/15/2013,12:40:08,7,False Alarm or False Call,1
05/15/2013,16:54:02,7,False Alarm or False Call,1
05/15/2013,17:39:16,3,Rescue or Emergency Medical Services Incident,1
05/15/2013,18:22:49,1,Fire,1
05/15/2013,19:35:19,7,False Alarm or False Call,1
05/15/2013,20:16:40,3,Rescue or Emergency Medical Services Incident,1
05/15/2013,21:41:57,3,Rescue or Emergency Medical Services Incident,1
05/15/2013,21:43:57,4,Hazardous Condition (no fire),1
05/16/2013,8:02:07,4,Hazardous Condition (no fire),1
05/16/2013,8:26:10,3,Rescue or Emergency Medical Services Incident,1
05/16/2013,9:00:32,3,Rescue or Emergency Medical Services Incident,1
05/16/2013,9:05:10,3,Rescue or Emergency Medical Services Incident,1
05/16/2013,15:27:27,7,False Alarm or False Call,1
05/16/2013,18:44:00,3,Rescue or Emergency Medical Services Incident,1
05/16/2013,18:57:35,1,Fire,1
05/16/2013,19:48:26,5,Service Call,1
05/16/2013,19:54:05,7,False Alarm or False Call,1
05/16/2013,19:55:37,3,Rescue or Emergency Medical Services Incident,1
05/16/2013,22:04:06,3,Rescue or Emergency Medical Services Incident,1
05/17/2013,5:54:09,3,Rescue or Emergency Medical Services Incident,1
05/17/2013,8:09:44,3,Rescue or Emergency Medical Services Incident,1
05/17/2013,11:01:00,5,Service Call,1
05/17/2013,11:25:23,5,Service Call,1
05/17/2013,15:58:34,3,Rescue or Emergency Medical Services Incident,1
05/17/2013,18:04:41,1,Fire,1
05/17/2013,21:26:57,4,Hazardous Condition (no fire),1
05/17/2013,21:34:03,3,Rescue or Emergency Medical Services Incident,1
05/18/2013,1:07:50,3,Rescue or Emergency Medical Services Incident,1
05/18/2013,13:19:21,3,Rescue or Emergency Medical Services Incident,1
05/18/2013,14:59:49,1,Fire,1
05/18/2013,15:34:27,7,False Alarm or False Call,1
05/18/2013,17:13:00,6,Good Intent Call,1
05/18/2013,20:07:45,3,Rescue or Emergency Medical Services Incident,1
05/18/2013,20:28:01,3,Rescue or Emergency Medical Services Incident,1
05/18/2013,23:30:53,1,Fire,1
05/19/2013,1:01:43,3,Rescue or Emergency Medical Services Incident,1
05/19/2013,2:55:23,3,Rescue or Emergency Medical Services Incident,1
05/19/2013,3:06:10,3,Rescue or Emergency Medical Services Incident,1
05/19/2013,9:50:21,3,Rescue or Emergency Medical Services Incident,1
05/19/2013,12:23:41,3,Rescue or Emergency Medical Services Incident,1
05/19/2013,14:44:05,3,Rescue or Emergency Medical Services Incident,1
05/19/2013,15:55:07,7,False Alarm or False Call,1
05/19/2013,15:59:26,3,Rescue or Emergency Medical Services Incident,1
05/19/2013,17:47:39,3,Rescue or Emergency Medical Services Incident,1
05/19/2013,21:33:25,3,Rescue or Emergency Medical Services Incident,1
05/20/2013,0:02:11,3,Rescue or Emergency Medical Services Incident,1
05/20/2013,1:29:30,3,Rescue or Emergency Medical Services Incident,1
05/20/2013,7:23:49,5,Service Call,1
05/20/2013,12:03:05,3,Rescue or Emergency Medical Services Incident,1
05/20/2013,12:09:40,6,Good Intent Call,1
05/20/2013,12:12:52,7,False Alarm or False Call,1
05/20/2013,12:21:38,3,Rescue or Emergency Medical Services Incident,1
05/20/2013,13:50:43,5,Service Call,1
05/20/2013,14:16:45,3,Rescue or Emergency Medical Services Incident,1
05/20/2013,16:54:57,7,False Alarm or False Call,1
05/20/2013,23:36:01,5,Service Call,1
05/21/2013,1:24:29,7,False Alarm or False Call,1
05/21/2013,1:25:19,7,False Alarm or False Call,1
05/21/2013,1:32:44,3,Rescue or Emergency Medical Services Incident,1
05/21/2013,7:57:02,6,Good Intent Call,1
05/21/2013,8:33:11,1,Fire,1
05/21/2013,11:34:28,7,False Alarm or False Call,1
05/21/2013,13:32:01,7,False Alarm or False Call,1
05/21/2013,13:41:23,4,Hazardous Condition (no fire),1
05/21/2013,17:04:07,3,Rescue or Emergency Medical Services Incident,1
05/21/2013,18:01:22,5,Service Call,1
05/21/2013,18:02:31,3,Rescue or Emergency Medical Services Incident,1
05/21/2013,18:34:06,3,Rescue or Emergency Medical Services Incident,1
05/21/2013,19:45:10,3,Rescue or Emergency Medical Services Incident,1
05/21/2013,20:34:03,3,Rescue or Emergency Medical Services Incident,1
05/22/2013,0:13:11,3,Rescue or Emergency Medical Services Incident,1
05/22/2013,0:34:25,5,Service Call,1
05/22/2013,1:37:27,3,Rescue or Emergency Medical Services Incident,1
05/22/2013,2:40:34,1,Fire,1
05/22/2013,6:33:47,3,Rescue or Emergency Medical Services Incident,1
05/22/2013,7:19:20,3,Rescue or Emergency Medical Services Incident,1
05/22/2013,9:17:05,3,Rescue or Emergency Medical Services Incident,1
05/22/2013,13:13:28,7,False Alarm or False Call,1
05/22/2013,13:19:10,7,False Alarm or False Call,1
05/22/2013,16:25:38,3,Rescue or Emergency Medical Services Incident,1
05/22/2013,18:28:33,3,Rescue or Emergency Medical Services Incident,1
05/22/2013,22:49:32,5,Service Call,1
05/23/2013,1:35:58,4,Hazardous Condition (no fire),1
05/23/2013,2:15:51,3,Rescue or Emergency Medical Services Incident,1
05/23/2013,9:57:24,3,Rescue or Emergency Medical Services Incident,1
05/23/2013,10:18:02,5,Service Call,1
05/23/2013,12:08:35,7,False Alarm or False Call,1
05/23/2013,13:58:57,3,Rescue or Emergency Medical Services Incident,1
05/23/2013,16:40:22,5,Service Call,1
05/23/2013,20:12:13,3,Rescue or Emergency Medical Services Incident,1
05/23/2013,22:55:07,3,Rescue or Emergency Medical Services Incident,1
05/24/2013,1:43:08,5,Service Call,1
05/24/2013,8:42:34,3,Rescue or Emergency Medical Services Incident,1
05/24/2013,9:45:12,3,Rescue or Emergency Medical Services Incident,1
05/24/2013,10:43:02,3,Rescue or Emergency Medical Services Incident,1
05/24/2013,12:51:29,3,Rescue or Emergency Medical Services Incident,1
05/24/2013,14:12:02,4,Hazardous Condition (no fire),1
05/24/2013,14:41:45,3,Rescue or Emergency Medical Services Incident,1
05/24/2013,20:15:14,3,Rescue or Emergency Medical Services Incident,1
05/24/2013,22:14:39,3,Rescue or Emergency Medical Services Incident,1
05/24/2013,23:46:33,3,Rescue or Emergency Medical Services Incident,1
05/24/2013,23:51:16,6,Good Intent Call,1
05/25/2013,0:01:47,7,False Alarm or False Call,1
05/25/2013,0:25:38,5,Service Call,1
05/25/2013,2:03:55,3,Rescue or Emergency Medical Services Incident,1
05/25/2013,4:12:27,4,Hazardous Condition (no fire),1
05/25/2013,10:32:12,3,Rescue or Emergency Medical Services Incident,1
05/25/2013,12:59:15,3,Rescue or Emergency Medical Services Incident,1
05/25/2013,13:02:45,3,Rescue or Emergency Medical Services Incident,1
05/25/2013,13:09:53,7,False Alarm or False Call,1
05/25/2013,15:00:14,7,False Alarm or False Call,1
05/26/2013,3:38:23,7,False Alarm or False Call,1
05/26/2013,6:09:00,5,Service Call,1
05/26/2013,8:07:54,7,False Alarm or False Call,1
05/26/2013,8:45:37,1,Fire,1
05/26/2013,10:03:41,3,Rescue or Emergency Medical Services Incident,1
05/26/2013,10:43:55,7,False Alarm or False Call,1
05/26/2013,11:38:23,3,Rescue or Emergency Medical Services Incident,1
05/26/2013,12:24:00,7,False Alarm or False Call,1
05/26/2013,14:19:13,6,Good Intent Call,1
05/26/2013,18:09:45,7,False Alarm or False Call,1
05/26/2013,18:19:09,6,Good Intent Call,1
05/26/2013,18:50:47,6,Good Intent Call,1
05/26/2013,20:34:49,3,Rescue or Emergency Medical Services Incident,1
05/26/2013,23:17:38,3,Rescue or Emergency Medical Services Incident,1
05/27/2013,7:15:19,7,False Alarm or False Call,1
05/27/2013,15:49:38,5,Service Call,1
05/27/2013,18:58:32,4,Hazardous Condition (no fire),1
05/27/2013,19:38:34,3,Rescue or Emergency Medical Services Incident,1
05/27/2013,20:13:45,3,Rescue or Emergency Medical Services Incident,1
05/27/2013,21:26:35,4,Hazardous Condition (no fire),1
05/27/2013,22:19:42,3,Rescue or Emergency Medical Services Incident,1
05/28/2013,0:41:06,3,Rescue or Emergency Medical Services Incident,1
05/28/2013,1:58:09,3,Rescue or Emergency Medical Services Incident,1
05/28/2013,2:31:18,7,False Alarm or False Call,1
05/28/2013,5:20:07,7,False Alarm or False Call,1
05/28/2013,6:14:20,7,False Alarm or False Call,1
05/28/2013,10:43:19,5,Service Call,1
05/28/2013,11:01:16,7,False Alarm or False Call,1
05/28/2013,12:35:59,3,Rescue or Emergency Medical Services Incident,1
05/28/2013,12:51:45,7,False Alarm or False Call,1
05/28/2013,14:06:01,7,False Alarm or False Call,1
05/28/2013,14:19:37,7,False Alarm or False Call,1
05/28/2013,16:59:47,7,False Alarm or False Call,1
05/28/2013,17:43:37,7,False Alarm or False Call,1
05/28/2013,18:16:38,4,Hazardous Condition (no fire),1
05/28/2013,18:45:57,3,Rescue or Emergency Medical Services Incident,1
05/28/2013,20:50:51,3,Rescue or Emergency Medical Services Incident,1
05/29/2013,6:40:28,7,False Alarm or False Call,1
05/29/2013,9:50:03,3,Rescue or Emergency Medical Services Incident,1
05/29/2013,10:16:40,3,Rescue or Emergency Medical Services Incident,1
05/29/2013,10:26:26,7,False Alarm or False Call,1
05/29/2013,15:09:59,3,Rescue or Emergency Medical Services Incident,1
05/29/2013,16:10:32,3,Rescue or Emergency Medical Services Incident,1
05/29/2013,17:23:40,3,Rescue or Emergency Medical Services Incident,1
05/29/2013,18:17:57,6,Good Intent Call,1
05/29/2013,20:49:08,3,Rescue or Emergency Medical Services Incident,1
05/29/2013,21:57:24,3,Rescue or Emergency Medical Services Incident,1
05/29/2013,22:49:51,3,Rescue or Emergency Medical Services Incident,1
05/30/2013,0:07:29,1,Fire,1
05/30/2013,2:29:07,5,Service Call,1
05/30/2013,3:54:18,6,Good Intent Call,1
05/30/2013,7:56:09,7,False Alarm or False Call,1
05/30/2013,8:07:19,3,Rescue or Emergency Medical Services Incident,1
05/30/2013,8:59:07,6,Good Intent Call,1
05/30/2013,9:39:42,3,Rescue or Emergency Medical Services Incident,1
05/30/2013,11:48:50,3,Rescue or Emergency Medical Services Incident,1
05/30/2013,12:40:22,3,Rescue or Emergency Medical Services Incident,1
05/30/2013,13:15:59,1,Fire,1
05/30/2013,13:22:27,3,Rescue or Emergency Medical Services Incident,1
05/30/2013,13:26:07,7,False Alarm or False Call,1
05/30/2013,14:16:29,6,Good Intent Call,1
05/30/2013,16:31:11,5,Service Call,1
05/30/2013,19:12:50,3,Rescue or Emergency Medical Services Incident,1
05/30/2013,19:21:47,3,Rescue or Emergency Medical Services Incident,1
05/30/2013,21:38:55,4,Hazardous Condition (no fire),1
05/30/2013,22:12:09,6,Good Intent Call,1
05/31/2013,6:25:27,3,Rescue or Emergency Medical Services Incident,1
05/31/2013,8:47:28,3,Rescue or Emergency Medical Services Incident,1
05/31/2013,11:41:32,3,Rescue or Emergency Medical Services Incident,1
05/31/2013,16:17:35,3,Rescue or Emergency Medical Services Incident,1
05/31/2013,16:35:53,1,Fire,1
05/31/2013,17:06:19,3,Rescue or Emergency Medical Services Incident,1
05/31/2013,17:15:19,3,Rescue or Emergency Medical Services Incident,1
05/31/2013,18:03:05,4,Hazardous Condition (no fire),1
05/31/2013,22:53:58,6,Good Intent Call,1
05/31/2013,23:53:12,4,Hazardous Condition (no fire),1
